id,card_id,merchant_id,date,amount
952,3575263561721872,63402-208,2021-07-31 00:11:37,153
953,5010121373466060,51060-037,2021-12-29 21:53:42,127
954,3562424209469952,67877-211,2021-09-04 15:05:40,659
955,3574434006281928,52584-921,2021-06-05 12:31:41,849
956,36426788895659,64269-9907,2021-02-20 11:50:20,237
957,3556538322160483,63402-208,2021-02-03 02:43:01,964
958,3534078307812177,0615-5541,2021-11-20 09:20:47,729
959,3576078413157789,67877-211,2021-09-02 06:25:24,700
960,3551181253343557,63304-549,2021-07-19 16:01:01,9
961,3567214710043494,50436-6526,2021-10-01 02:51:16,732
962,5100140675912325,61096-0017,2021-07-01 18:13:56,139
963,5602222655448968,64205-224,2021-10-06 08:24:37,61
964,3530902459458691,59011-750,2021-04-02 20:36:30,247
965,3574452923124310,36800-205,2021-12-30 13:25:48,718
966,3545801308424222,64092-120,2021-10-15 11:04:32,339
967,3554557573017822,29860-217,2021-11-17 06:51:47,457
968,67621660904467783,59762-5091,2021-05-31 11:31:29,376
969,3572610854743265,49288-0675,2021-06-13 07:22:18,456
970,3553191379996640,0536-2220,2021-08-19 14:09:03,644
971,3556897917062110,21695-666,2021-03-11 14:32:01,278
972,3551712769143469,52584-921,2021-04-14 06:03:38,570
973,5233041168747139,52099-8005,2021-02-05 10:43:05,903
974,3547545795551546,51060-037,2021-10-25 00:57:27,256
975,3578393161343673,0179-0063,2021-06-28 18:11:51,861
976,6761599470003846,0179-0063,2021-11-16 10:15:24,163
977,3584711923995443,50436-6526,2021-12-31 22:08:17,902
978,3588563398401845,51060-037,2021-04-18 03:44:06,839
979,5100176970956518,64092-120,2021-02-28 22:52:21,968
980,3562285616091147,61096-0017,2021-12-02 14:46:05,631
981,3546329803042280,52099-8005,2021-12-23 07:01:27,954
982,3555321011550293,21695-666,2021-03-07 15:20:06,71
983,5100135251807881,59011-750,2021-11-09 15:36:06,658
984,3558259372249765,63402-208,2021-02-03 21:17:30,633
985,5222056922269322,49288-0675,2021-09-06 13:04:07,142
986,3566581890007296,0615-5541,2021-05-18 23:05:38,325
987,6761572180529848,67877-211,2021-03-09 00:01:21,727
988,63043267690305646,64205-224,2021-11-12 05:37:10,473
989,3528508009682104,36800-205,2021-05-21 00:44:56,20
990,5323804300880980,52584-921,2021-06-17 00:46:04,82
991,3576122616857603,59762-5091,2021-09-05 11:57:36,649
992,3533365806465685,29860-217,2021-07-03 09:59:41,202
993,378543396637376,0536-2220,2021-03-10 06:34:24,804
994,3579471408442018,64269-9907,2021-02-22 01:59:58,455
995,3538756823918703,63304-549,2021-05-20 19:36:01,209
996,3533740871309135,64092-120,2021-12-23 14:34:39,82
997,3583192680832825,50436-6526,2021-08-12 08:20:20,546
998,3563442018637782,0615-5541,2021-12-30 17:17:43,582
999,3546156408281934,0179-0063,2021-03-06 06:58:49,955
1000,5568946297081447,21695-666,2021-11-02 03:35:12,847
